cell_id,cell_suffix,date,cv_duration_min,cv_cap_start,cv_cap_end,cv_cap_delta
PR_LFP_RPT_REPT_150_0320_0.333C_0.333D_0_100,0320,2025-11-11,10.917783333333334,144.504,146.678,2.1740000000000066
PR_LFP_RPT_REPT_150_0321_0.333C_0.333D_0_100,0321,2025-11-11,11.1843,145.893,148.173,2.280000000000001
PR_LFP_RPT_REPT_150_0322_0.333C_0.333D_0_100,0322,2025-11-11,11.579366666666665,149.129,151.405,2.2760000000000105
PR_LFP_RPT_REPT_150_0323_0.333C_0.333D_0_100,0323,2025-11-11,12.940516666666667,145.81,148.191,2.3810000000000002
PR_LFP_RPT_REPT_150_0324_0.333C_0.333D_0_100,0324,2025-11-11,12.092133333333333,149.145,151.687,2.5420000000000016
PR_LFP_RPT_REPT_150_0325_0.333C_0.333D_0_100,0325,2025-11-11,12.72055,146.949,149.36,2.4110000000000014
PR_LFP_RPT_REPT_150_0326_0.333C_0.333D_0_100,0326,2025-11-11,12.004366666666666,147.644,150.307,2.6629999999999825
PR_LFP_RPT_REPT_150_0327_0.333C_0.333D_0_100,0327,2025-11-11,15.298483333333333,143.422,146.635,3.212999999999994
PR_LFP_RPT_REPT_150_0328_0.333C_0.333D_0_100,0328,2025-11-11,13.243933333333333,144.977,147.648,2.6709999999999923
PR_LFP_RPT_REPT_150_0329_0.333C_0.333D_0_100,0329,2025-11-11,12.085033333333334,145.38,147.728,2.348000000000013
PR_LFP_RPT_REPT_150_0330_0.333C_0.333D_0_100,0330,2025-11-11,11.145549999999998,149.881,152.016,2.134999999999991
PR_LFP_RPT_REPT_150_0331_0.333C_0.333D_0_100,0331,2025-11-11,7.017250000000001,146.186,147.518,1.3319999999999936
PR_LFP_RPT_REPT_150_0332_0.333C_0.333D_0_100,0332,2025-11-11,19.95136666666667,147.463,151.448,3.9850000000000136
PR_LFP_RPT_REPT_150_0333_0.333C_0.333D_0_100,0333,2025-11-11,9.584883333333332,151.158,153.188,2.030000000000001
PR_LFP_RPT_REPT_150_0334_0.333C_0.333D_0_100,0334,2025-11-11,12.169099999999998,148.894,151.255,2.36099999999999
PR_LFP_RPT_REPT_150_0335_0.333C_0.333D_0_100,0335,2025-11-11,5.818716666666666,152.018,153.188,1.1699999999999875
PR_LFP_RPT_REPT_150_0336_0.333C_0.333D_0_100,0336,2025-11-11,11.13395,148.714,150.982,2.2680000000000007
PR_LFP_RPT_REPT_150_0337_0.333C_0.333D_0_100,0337,2025-11-11,13.248633333333334,147.103,149.616,2.5130000000000052
PR_LFP_RPT_REPT_150_0338_0.333C_0.333D_0_100,0338,2025-11-11,10.125633333333333,147.131,149.158,2.026999999999987
PR_LFP_RPT_REPT_150_0339_0.333C_0.333D_0_100,0339,2025-11-11,14.233633333333334,150.006,152.839,2.8329999999999984
PR_LFP_RPT_REPT_150_0340_0.333C_0.333D_0_100,0340,2025-11-11,11.819133333333333,148.602,151.064,2.461999999999989
PR_LFP_RPT_REPT_150_0341_0.333C_0.333D_0_100,0341,2025-11-11,9.454733333333333,146.685,148.563,1.877999999999986
PR_LFP_RPT_REPT_150_0342_0.333C_0.333D_0_100,0342,2025-11-11,15.3631,147.046,150.28,3.234000000000009
PR_LFP_RPT_REPT_150_0343_0.333C_0.333D_0_100,0343,2025-11-11,7.455316666666667,150.394,151.942,1.5480000000000018
PR_LFP_RPT_REPT_150_0344_0.333C_0.333D_0_100,0344,2025-11-11,11.23535,145.284,147.525,2.241000000000014
PR_LFP_RPT_REPT_150_0345_0.333C_0.333D_0_100,0345,2025-11-11,16.980366666666665,147.867,151.238,3.3710000000000093
PR_LFP_RPT_REPT_150_0346_0.333C_0.333D_0_100,0346,2025-11-11,7.249266666666667,151.728,153.272,1.5439999999999827
PR_LFP_RPT_REPT_150_0347_0.333C_0.333D_0_100,0347,2025-11-11,6.694683333333333,147.951,149.239,1.288000000000011
PR_LFP_RPT_REPT_150_0348_0.333C_0.333D_0_100,0348,2025-11-11,14.271733333333334,148.394,151.198,2.804000000000002
PR_LFP_RPT_REPT_150_0349_0.333C_0.333D_0_100,0349,2025-11-11,11.888566666666666,146.159,148.356,2.1970000000000027
PR_LFP_RPT_REPT_150_0350_0.333C_0.333D_0_100,0350,2025-11-11,7.476616666666667,150.77,152.415,1.6449999999999818
PR_LFP_RPT_REPT_150_0351_0.333C_0.333D_0_100,0351,2025-11-11,8.191583333333334,151.117,152.711,1.5940000000000225
PR_LFP_RPT_REPT_150_0352_0.333C_0.333D_0_100,0352,2025-11-11,11.274933333333333,148.589,150.833,2.2439999999999998
PR_LFP_RPT_REPT_150_0353_0.333C_0.333D_0_100,0353,2025-11-11,13.270233333333334,145.811,148.144,2.3329999999999984
PR_LFP_RPT_REPT_150_0354_0.333C_0.333D_0_100,0354,2025-11-11,10.048266666666667,151.436,153.406,1.9699999999999989
PR_LFP_RPT_REPT_150_0355_0.333C_0.333D_0_100,0355,2025-11-11,13.716083333333334,144.866,147.36,2.4939999999999998
PR_LFP_RPT_REPT_150_0356_0.333C_0.333D_0_100,0356,2025-11-11,7.346616666666667,149.812,151.298,1.48599999999999
PR_LFP_RPT_REPT_150_0357_0.333C_0.333D_0_100,0357,2025-11-11,11.65625,148.825,151.103,2.27800000000002
PR_LFP_RPT_REPT_150_0358_0.333C_0.333D_0_100,0358,2025-11-11,9.433066666666667,147.992,149.832,1.8400000000000034
PR_LFP_RPT_REPT_150_0359_0.333C_0.333D_0_100,0359,2025-11-11,9.341849999999999,147.493,149.141,1.6479999999999961
PR_LFP_RPT_REPT_150_0360_0.333C_0.333D_0_100,0360,2025-11-11,12.304883333333333,150.477,152.907,2.430000000000007
PR_LFP_RPT_REPT_150_0361_0.333C_0.333D_0_100,0361,2025-11-11,6.48295,152.158,153.611,1.453000000000003
PR_LFP_RPT_REPT_150_0362_0.333C_0.333D_0_100,0362,2025-11-11,9.574933333333332,147.686,149.577,1.8909999999999911
PR_LFP_RPT_REPT_150_0363_0.333C_0.333D_0_100,0363,2025-11-11,6.800333333333333,151.269,152.784,1.5149999999999864
PR_LFP_RPT_REPT_150_0364_0.333C_0.333D_0_100,0364,2025-11-11,14.350566666666667,146.755,149.47,2.7150000000000034
PR_LFP_RPT_REPT_150_0365_0.333C_0.333D_0_100,0365,2025-11-11,10.723600000000001,145.672,147.617,1.9449999999999932
PR_LFP_RPT_REPT_150_0366_0.333C_0.333D_0_100,0366,2025-11-11,8.065733333333334,151.158,152.695,1.5370000000000061
PR_LFP_RPT_REPT_150_0367_0.333C_0.333D_0_100,0367,2025-11-11,16.3672,147.977,151.224,3.2469999999999857
PR_LFP_RPT_REPT_150_0368_0.333C_0.333D_0_100,0368,2025-11-11,6.766566666666667,149.199,150.694,1.4949999999999761
PR_LFP_RPT_REPT_150_0369_0.333C_0.333D_0_100,0369,2025-11-11,10.775966666666667,148.714,150.8,2.0860000000000127
PR_LFP_RPT_REPT_150_0370_0.333C_0.333D_0_100,0370,2025-11-11,23.837,145.311,150.228,4.917000000000002
PR_LFP_RPT_REPT_150_0371_0.333C_0.333D_0_100,0371,2025-11-11,12.16455,146.491,148.909,2.417999999999978
