step_no,step_name,cell_id,cell_suffix,cv_duration_min,cv_cap_delta,cluster
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0302_0.333C_0.333D_0_100,302,5.16475,1.070999999999998,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0303_0.333C_0.333D_0_100,303,9.143516666666669,1.9439999999999884,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0304_0.333C_0.333D_0_100,304,12.40145,2.713999999999998,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0305_0.333C_0.333D_0_100,305,11.82505,2.521000000000015,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0306_0.333C_0.333D_0_100,306,8.40905,1.8160000000000025,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0307_0.333C_0.333D_0_100,307,8.56465,1.6839999999999975,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0308_0.333C_0.333D_0_100,308,8.403416666666667,1.899000000000001,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0309_0.333C_0.333D_0_100,309,7.60605,1.6699999999999875,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0310_0.333C_0.333D_0_100,310,11.70135,2.048000000000002,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0311_0.333C_0.333D_0_100,311,9.965966666666668,2.150999999999982,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0312_0.333C_0.333D_0_100,312,14.681433333333333,2.77800000000002,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0313_0.333C_0.333D_0_100,313,7.713533333333333,1.75,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0314_0.333C_0.333D_0_100,314,11.795883333333334,2.1340000000000146,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0315_0.333C_0.333D_0_100,315,8.263783333333333,1.5829999999999984,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0316_0.333C_0.333D_0_100,316,8.255366666666667,1.617999999999995,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0317_0.333C_0.333D_0_100,317,16.572166666666668,3.274000000000001,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0318_0.333C_0.333D_0_100,318,10.833183333333332,1.885999999999996,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0319_0.333C_0.333D_0_100,319,7.8087,1.424999999999983,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0320_0.333C_0.333D_0_100,320,10.917783333333334,2.1740000000000066,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0321_0.333C_0.333D_0_100,321,11.1843,2.280000000000001,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0322_0.333C_0.333D_0_100,322,11.579366666666663,2.2760000000000105,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0323_0.333C_0.333D_0_100,323,12.940516666666667,2.381,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0324_0.333C_0.333D_0_100,324,12.092133333333331,2.5420000000000016,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0325_0.333C_0.333D_0_100,325,12.72055,2.4110000000000014,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0326_0.333C_0.333D_0_100,326,12.004366666666666,2.6629999999999825,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0327_0.333C_0.333D_0_100,327,15.298483333333332,3.212999999999994,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0328_0.333C_0.333D_0_100,328,13.243933333333333,2.6709999999999923,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0329_0.333C_0.333D_0_100,329,12.085033333333334,2.348000000000013,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0330_0.333C_0.333D_0_100,330,11.145549999999998,2.134999999999991,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0331_0.333C_0.333D_0_100,331,7.017250000000001,1.3319999999999936,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0332_0.333C_0.333D_0_100,332,19.95136666666667,3.9850000000000136,3
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0333_0.333C_0.333D_0_100,333,9.584883333333332,2.030000000000001,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0334_0.333C_0.333D_0_100,334,12.169099999999998,2.36099999999999,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0335_0.333C_0.333D_0_100,335,5.818716666666666,1.1699999999999875,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0336_0.333C_0.333D_0_100,336,11.13395,2.2680000000000007,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0337_0.333C_0.333D_0_100,337,13.248633333333334,2.513000000000005,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0338_0.333C_0.333D_0_100,338,10.125633333333331,2.026999999999987,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0339_0.333C_0.333D_0_100,339,14.233633333333334,2.8329999999999984,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0340_0.333C_0.333D_0_100,340,11.819133333333331,2.461999999999989,0
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0341_0.333C_0.333D_0_100,341,9.454733333333332,1.877999999999986,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0342_0.333C_0.333D_0_100,342,15.3631,3.234000000000009,2
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0343_0.333C_0.333D_0_100,343,7.455316666666667,1.5480000000000018,1
6,CCCV_Chg,PR_LFP_RPT_REPT_150_0344_0.333C_0.333D_0_100,344,11.23535,2.241000000000014,0
