Cycle No,Step No,Step name,Absolute time,volt(V),Current(A),Capacity(Ah),Energy(Wh),Power(mW),Internal R(Ω),Charging energy(Wh),Discharge energy(Wh),Charging capacity(Ah),Discharge capacity(Ah),SoC(%)
1,1,Rest,2025-11-08 11:53:37.104,2.954407,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:38.105,2.95441,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:39.104,2.954408,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:40.104,2.954412,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:41.107,2.954415,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:42.078,2.954419,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:43.076,2.954422,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:44.077,2.954428,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:45.077,2.954422,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:46.077,2.954432,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:47.077,2.954422,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:48.082,2.954417,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:49.080,2.954425,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:50.082,2.954423,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:51.082,2.954424,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:52.080,2.95442,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:53.079,2.954418,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:54.063,2.954424,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:55.062,2.954432,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:56.062,2.954433,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:57.064,2.954431,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:58.065,2.95443,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:53:59.065,2.954432,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:00.079,2.954435,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:01.079,2.954445,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:02.079,2.954439,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:03.080,2.95444,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:04.080,2.954437,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:05.080,2.954446,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:06.062,2.954447,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,1,Rest,2025-11-08 11:54:07.059,2.954446,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,
1,2,CCCV_Chg,2025-11-08 11:54:07.096,2.984636,4.473296,0.0,0.0,13351.16028,0.0007,0.0,0.0,0.0,0.0,0.0
1,2,CCCV_Chg,2025-11-08 11:54:08.096,3.005782,49.998036,0.013,0.041221,150283.196644,0.0007,0.0412209999999999,0.0,0.013,0.0,0.008666666666666666
1,2,CCCV_Chg,2025-11-08 11:54:09.096,3.010065,49.999244,0.027,0.082622,150500.974391,0.0007,0.082622,0.0,0.027,0.0,0.018000000000000002
1,2,CCCV_Chg,2025-11-08 11:54:10.099,3.013289,49.998418,0.041,0.124875,150659.682977,0.0007,0.124875,0.0,0.041,0.0,0.027333333333333338
1,2,CCCV_Chg,2025-11-08 11:54:11.098,3.016163,49.998738,0.055,0.166731,150804.343602,0.0007,0.166731,0.0,0.055,0.0,0.03666666666666667
1,2,CCCV_Chg,2025-11-08 11:54:12.097,3.018726,49.998735,0.069,0.208605,150932.481312,0.0007,0.2086049999999999,0.0,0.069,0.0,0.046
1,2,CCCV_Chg,2025-11-08 11:54:13.098,3.021074,49.998755,0.083,0.250597,151049.938763,0.0007,0.250597,0.0,0.083,0.0,0.05533333333333334
1,2,CCCV_Chg,2025-11-08 11:54:14.099,3.023252,49.998692,0.097,0.292606,151158.645586,0.0007,0.292606,0.0,0.097,0.0,0.06466666666666668
1,2,CCCV_Chg,2025-11-08 11:54:15.096,3.025315,49.998719,0.11,0.334541,151261.874571,0.0007,0.334541,0.0,0.11,0.0,0.07333333333333333
1,2,CCCV_Chg,2025-11-08 11:54:16.097,3.027283,49.998882,0.124,0.376565,151360.765498,0.0007,0.376565,0.0,0.124,0.0,0.08266666666666667
1,2,CCCV_Chg,2025-11-08 11:54:17.097,3.029158,49.998784,0.138,0.418623,151454.216544,0.0007,0.4186229999999999,0.0,0.138,0.0,0.092
1,2,CCCV_Chg,2025-11-08 11:54:18.066,3.03097,49.998839,0.152,0.460773,151544.981044,0.0007,0.460773,0.0,0.152,0.0,0.10133333333333333
1,2,CCCV_Chg,2025-11-08 11:54:19.066,3.032721,49.998716,0.166,0.502782,151632.155986,0.0007,0.502782,0.0,0.166,0.0,0.11066666666666668
1,2,CCCV_Chg,2025-11-08 11:54:20.063,3.03441,49.998697,0.18,0.54494,151716.546164,0.0007,0.5449400000000001,0.0,0.18,0.0,0.12
1,2,CCCV_Chg,2025-11-08 11:54:21.066,3.036054,49.99877,0.194,0.587133,151798.965654,0.0007,0.587133,0.0,0.194,0.0,0.12933333333333336
1,2,CCCV_Chg,2025-11-08 11:54:22.065,3.037642,49.998793,0.208,0.629284,151878.433566,0.0007,0.629284,0.0,0.208,0.0,0.13866666666666666
1,2,CCCV_Chg,2025-11-08 11:54:23.065,3.039206,49.998778,0.221,0.671486,151956.58609,0.0007,0.671486,0.0,0.221,0.0,0.14733333333333334
1,2,CCCV_Chg,2025-11-08 11:54:24.062,3.040726,49.998738,0.235,0.713744,152032.462604,0.0007,0.713744,0.0,0.235,0.0,0.15666666666666668
1,2,CCCV_Chg,2025-11-08 11:54:25.060,3.042208,49.998883,0.249,0.7559,152107.001854,0.0007,0.7559,0.0,0.249,0.0,0.16599999999999998
1,2,CCCV_Chg,2025-11-08 11:54:26.062,3.043691,49.998724,0.263,0.798264,152180.66625,0.0007,0.798264,0.0,0.263,0.0,0.17533333333333334
1,2,CCCV_Chg,2025-11-08 11:54:27.061,3.04512,49.998879,0.277,0.840497,152252.58642,0.0007,0.8404969999999999,0.0,0.277,0.0,0.18466666666666667
1,2,CCCV_Chg,2025-11-08 11:54:28.060,3.046521,49.998903,0.291,0.882758,152322.707966,0.0007,0.882758,0.0,0.291,0.0,0.19399999999999998
1,2,CCCV_Chg,2025-11-08 11:54:29.061,3.047895,49.998813,0.305,0.925139,152391.132149,0.0007,0.925139,0.0,0.305,0.0,0.20333333333333334
1,2,CCCV_Chg,2025-11-08 11:54:30.062,3.049239,49.998645,0.319,0.967389,152457.818281,0.0007,0.967389,0.0,0.319,0.0,0.21266666666666667
1,2,CCCV_Chg,2025-11-08 11:54:31.060,3.05057,49.998683,0.333,1.009776,152524.482399,0.0007,1.009776,0.0,0.333,0.0,0.22200000000000003
1,2,CCCV_Chg,2025-11-08 11:54:32.064,3.051881,49.998775,0.346,1.052138,152590.311446,0.0007,1.052138,0.0,0.346,0.0,0.23066666666666663
1,2,CCCV_Chg,2025-11-08 11:54:33.062,3.053172,49.998865,0.36,1.094624,152655.13465,0.0007,1.094624,0.0,0.36,0.0,0.24
1,2,CCCV_Chg,2025-11-08 11:54:34.061,3.054458,49.998867,0.374,1.136968,152719.439299,0.0007,1.136968,0.0,0.374,0.0,0.24933333333333332
1,2,CCCV_Chg,2025-11-08 11:54:35.062,3.055705,49.998845,0.388,1.179361,152781.720661,0.0007,1.179361,0.0,0.388,0.0,0.2586666666666667
1,2,CCCV_Chg,2025-11-08 11:54:36.081,3.056947,49.998925,0.402,1.221852,152844.063782,0.0007,1.2218520000000002,0.0,0.402,0.0,0.268
1,2,CCCV_Chg,2025-11-08 11:54:37.080,3.05816,49.998832,0.416,1.264308,152904.428069,0.0007,1.264308,0.0,0.416,0.0,0.2773333333333333
1,2,CCCV_Chg,2025-11-08 11:54:38.080,3.059365,49.998953,0.43,1.306752,152965.046845,0.0007,1.306752,0.0,0.43,0.0,0.2866666666666667
1,2,CCCV_Chg,2025-11-08 11:54:39.080,3.060542,49.998903,0.444,1.349273,153023.742585,0.0007,1.349273,0.0,0.444,0.0,0.296
1,2,CCCV_Chg,2025-11-08 11:54:40.080,3.061708,49.998806,0.458,1.391784,153081.744321,0.0007,1.391784,0.0,0.458,0.0,0.30533333333333335
1,2,CCCV_Chg,2025-11-08 11:54:41.083,3.062868,49.998976,0.471,1.4343,153140.263623,0.0007,1.4343,0.0,0.471,0.0,0.31399999999999995
1,2,CCCV_Chg,2025-11-08 11:54:42.078,3.064015,49.998774,0.485,1.4769,153196.993518,0.0007,1.4769,0.0,0.485,0.0,0.3233333333333333
1,2,CCCV_Chg,2025-11-08 11:54:43.078,3.065148,49.998954,0.499,1.519452,153254.193855,0.0007,1.519452,0.0,0.499,0.0,0.33266666666666667
1,2,CCCV_Chg,2025-11-08 11:54:44.078,3.066269,49.998784,0.513,1.562033,153309.721417,0.0007,1.562033,0.0,0.513,0.0,0.342
1,2,CCCV_Chg,2025-11-08 11:54:45.078,3.067374,49.998852,0.527,1.604629,153365.178655,0.0007,1.604629,0.0,0.527,0.0,0.35133333333333333
1,2,CCCV_Chg,2025-11-08 11:54:46.079,3.068463,49.998892,0.541,1.647159,153419.750143,0.0007,1.647159,0.0,0.541,0.0,0.3606666666666667
1,2,CCCV_Chg,2025-11-08 11:54:47.078,3.069546,49.99893,0.555,1.689861,153474.015586,0.0007,1.689861,0.0,0.555,0.0,0.37000000000000005
1,2,CCCV_Chg,2025-11-08 11:54:48.067,3.070626,49.998835,0.569,1.73247,153527.722721,0.0007,1.73247,0.0,0.569,0.0,0.3793333333333333
1,2,CCCV_Chg,2025-11-08 11:54:49.067,3.071683,49.998822,0.583,1.77514,153580.531557,0.0007,1.7751400000000002,0.0,0.583,0.0,0.38866666666666666
1,2,CCCV_Chg,2025-11-08 11:54:50.070,3.07273,49.998909,0.596,1.817736,153633.147652,0.0007,1.817736,0.0,0.596,0.0,0.3973333333333333
1,2,CCCV_Chg,2025-11-08 11:54:51.066,3.073779,49.998947,0.61,1.860459,153685.713311,0.0007,1.860459,0.0,0.61,0.0,0.4066666666666667
1,2,CCCV_Chg,2025-11-08 11:54:52.068,3.074813,49.99906,0.624,1.903223,153737.759676,0.0007,1.903223,0.0,0.624,0.0,0.416
1,2,CCCV_Chg,2025-11-08 11:54:53.068,3.075829,49.99894,0.638,1.945905,153788.189621,0.0007,1.945905,0.0,0.638,0.0,0.42533333333333334
1,2,CCCV_Chg,2025-11-08 11:54:54.067,3.076852,49.998769,0.652,1.988576,153838.812395,0.0007,1.988576,0.0,0.652,0.0,0.4346666666666667
1,2,CCCV_Chg,2025-11-08 11:54:55.068,3.077854,49.99878,0.666,2.031294,153888.945018,0.0007,2.031294,0.0,0.666,0.0,0.44400000000000006
1,2,CCCV_Chg,2025-11-08 11:54:56.067,3.078854,49.99899,0.68,2.074029,153939.590357,0.0007,2.074029,0.0,0.68,0.0,0.4533333333333333
1,2,CCCV_Chg,2025-11-08 11:54:57.066,3.079841,49.998959,0.694,2.116802,153988.843886,0.0007,2.1168020000000003,0.0,0.694,0.0,0.4626666666666666
1,2,CCCV_Chg,2025-11-08 11:54:58.068,3.080824,49.998928,0.708,2.159604,154037.897357,0.0007,2.159604,0.0,0.708,0.0,0.472
1,2,CCCV_Chg,2025-11-08 11:54:59.068,3.081791,49.998949,0.721,2.202413,154086.311038,0.0007,2.202413,0.0,0.721,0.0,0.48066666666666663
1,2,CCCV_Chg,2025-11-08 11:55:00.051,3.082755,49.998862,0.735,2.245281,154134.241825,0.0007,2.245281,0.0,0.735,0.0,0.49
1,2,CCCV_Chg,2025-11-08 11:55:01.052,3.083704,49.998982,0.749,2.288016,154182.060789,0.0007,2.2880160000000003,0.0,0.749,0.0,0.49933333333333335
1,2,CCCV_Chg,2025-11-08 11:55:02.051,3.084652,49.998911,0.763,2.330822,154229.240814,0.0007,2.330822,0.0,0.763,0.0,0.5086666666666666
1,2,CCCV_Chg,2025-11-08 11:55:03.051,3.085594,49.998998,0.777,2.37367,154276.608235,0.0007,2.37367,0.0,0.777,0.0,0.518
1,2,CCCV_Chg,2025-11-08 11:55:04.051,3.086532,49.99881,0.791,2.416529,154322.927027,0.0007,2.416529,0.0,0.791,0.0,0.5273333333333334
