cell_id,test_name,step_name,step_numbers,dv,sg_window,sg_poly,Cycle,C-rate,Capacity between V window (Ah),Area under ICA curve (Ah),Error %
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,4,0.001663157894736842,,,1,0.50C,145.28243805250523,145.2824435258727,3.767397872382492e-06
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,4,0.001663157894736842,,,2,0.50C,145.50293085063248,145.50293085063245,1.9533427446613155e-14
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,4,0.001663157894736842,,,3,0.50C,145.58954031622721,145.58954031622716,3.9043614491358016e-14
