cell_id,cycle_no,steps,step_names,step_numbers,test_name,dv,sg_window,sg_poly,windows
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,3,CC_DChg,CC_DChg,"4,8",CyclicAgeing,0.002138775510204083,,,"{'CC_DChg': (2.499953, 3.535117)}"
