cell_id,test_name,step_name,step_numbers,dv,sg_window,sg_poly,Cycle,C-rate,Capacity between V window (Ah),Area under ICA curve (Ah),Error %
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,1,0.50C,145.28218123019795,145.28218748521,4.305422720134196e-06
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,1,0.20C,145.7783876216475,145.7785260249869,9.494091794790432e-05
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,2,0.50C,145.50243845062263,145.50243845062263,0.0
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,2,0.20C,145.92048486420157,145.92051337129737,1.9536047890902565e-05
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,3,0.50C,145.5899597119097,145.58995971190967,1.952175100992148e-14
PR_LFP_CyclicAgeing_REPT_150_0302_0_100,CyclicAgeing,CC_DChg,"4,8",0.002138775510204083,,,3,0.20C,146.03101288693736,146.03107457986096,4.2246453253294037e-05
