cell_file,Point,Target time,Recorded time,volt(V),% change vs end
PR_LFP_SelfDischarge_REPT_150_0346_0_100,End + 5 min,2025-11-14 16:08:37.659,2025-11-14 16:08:38.299,3.543516,-2.9178752220193926
PR_LFP_SelfDischarge_REPT_150_0346_0_100,End + 1 hr,2025-11-14 17:03:37.659,2025-11-14 17:03:38.182,3.474208,-4.816714652718244
PR_LFP_SelfDischarge_REPT_150_0346_0_100,End + 24 hr,2025-11-15 16:03:37.659,2025-11-15 16:03:38.248,3.428384,-6.072160172316912
PR_LFP_SelfDischarge_REPT_150_0347_0_100,End of charge,2025-11-14 15:57:42.482,2025-11-14 15:57:42.482,3.650012,0.0
PR_LFP_SelfDischarge_REPT_150_0347_0_100,End + 5 min,2025-11-14 16:02:42.482,2025-11-14 16:02:42.999,3.54808,-2.7926483529369133
PR_LFP_SelfDischarge_REPT_150_0347_0_100,End + 1 hr,2025-11-14 16:57:42.482,2025-11-14 16:57:42.854,3.476813,-4.745162481657592
PR_LFP_SelfDischarge_REPT_150_0347_0_100,End + 24 hr,2025-11-15 15:57:42.482,2025-11-15 15:57:42.970,3.414182,-6.461074648521703
PR_LFP_SelfDischarge_REPT_150_0348_0_100,End of charge,2025-11-14 16:05:42.612,2025-11-14 16:05:42.612,3.650018,0.0
PR_LFP_SelfDischarge_REPT_150_0348_0_100,End + 5 min,2025-11-14 16:10:42.612,2025-11-14 16:10:42.690,3.533001,-3.2059293954166836
PR_LFP_SelfDischarge_REPT_150_0348_0_100,End + 1 hr,2025-11-14 17:05:42.612,2025-11-14 17:05:43.350,3.442121,-5.695780130399357
PR_LFP_SelfDischarge_REPT_150_0348_0_100,End + 24 hr,2025-11-15 16:05:42.612,2025-11-15 16:05:43.440,3.37431,-7.553606584953836
PR_LFP_SelfDischarge_REPT_150_0349_0_100,End of charge,2025-11-14 16:01:40.151,2025-11-14 16:01:40.151,3.650016,0.0
PR_LFP_SelfDischarge_REPT_150_0349_0_100,End + 5 min,2025-11-14 16:06:40.151,2025-11-14 16:06:40.201,3.537266,-3.089027554947708
PR_LFP_SelfDischarge_REPT_150_0349_0_100,End + 1 hr,2025-11-14 17:01:40.151,2025-11-14 17:01:40.371,3.438583,-5.792659539026678
PR_LFP_SelfDischarge_REPT_150_0349_0_100,End + 24 hr,2025-11-15 16:01:40.151,2025-11-15 16:01:40.505,3.367823,-7.731281177945519
PR_LFP_SelfDischarge_REPT_150_0350_0_100,End of charge,2025-11-14 16:02:37.277,2025-11-14 16:02:37.277,3.650014,0.0
PR_LFP_SelfDischarge_REPT_150_0350_0_100,End + 5 min,2025-11-14 16:07:37.277,2025-11-14 16:07:37.395,3.5425,-2.945577742989482
PR_LFP_SelfDischarge_REPT_150_0350_0_100,End + 1 hr,2025-11-14 17:02:37.277,2025-11-14 17:02:37.301,3.473455,-4.837214323013559
PR_LFP_SelfDischarge_REPT_150_0350_0_100,End + 24 hr,2025-11-15 16:02:37.277,2025-11-15 16:02:37.946,3.426849,-6.114086137751808
PR_LFP_SelfDischarge_REPT_150_0351_0_100,End of charge,2025-11-14 16:02:29.576,2025-11-14 16:02:29.576,3.650017,0.0
PR_LFP_SelfDischarge_REPT_150_0351_0_100,End + 5 min,2025-11-14 16:07:29.576,2025-11-14 16:07:29.712,3.546203,-2.8442059310956593
PR_LFP_SelfDischarge_REPT_150_0351_0_100,End + 1 hr,2025-11-14 17:02:29.576,2025-11-14 17:02:29.622,3.476736,-4.747402546344311
PR_LFP_SelfDischarge_REPT_150_0351_0_100,End + 24 hr,2025-11-15 16:02:29.576,2025-11-15 16:02:30.099,3.42283,-6.22427238010125
PR_LFP_SelfDischarge_REPT_150_0352_0_100,End of charge,2025-11-14 16:04:12.444,2025-11-14 16:04:12.444,3.650013,0.0
PR_LFP_SelfDischarge_REPT_150_0352_0_100,End + 5 min,2025-11-14 16:09:12.444,2025-11-14 16:09:12.995,3.537375,-3.085961611643575
PR_LFP_SelfDischarge_REPT_150_0352_0_100,End + 1 hr,2025-11-14 17:04:12.444,2025-11-14 17:04:12.791,3.452462,-5.412336887567245
PR_LFP_SelfDischarge_REPT_150_0352_0_100,End + 24 hr,2025-11-15 16:04:12.444,2025-11-15 16:04:12.989,3.399564,-6.86159199980932
PR_LFP_SelfDischarge_REPT_150_0353_0_100,End of charge,2025-11-14 16:01:33.268,2025-11-14 16:01:33.268,3.650016,0.0
PR_LFP_SelfDischarge_REPT_150_0353_0_100,End + 5 min,2025-11-14 16:06:33.268,2025-11-14 16:06:33.845,3.534774,-3.1573012282685844
PR_LFP_SelfDischarge_REPT_150_0353_0_100,End + 1 hr,2025-11-14 17:01:33.268,2025-11-14 17:01:33.495,3.442416,-5.687646300728539
PR_LFP_SelfDischarge_REPT_150_0353_0_100,End + 24 hr,2025-11-15 16:01:33.268,2025-11-15 16:01:33.934,3.373366,-7.579418829944857
PR_LFP_SelfDischarge_REPT_150_0354_0_100,End of charge,2025-11-14 16:04:25.372,2025-11-14 16:04:25.372,3.650015,0.0
PR_LFP_SelfDischarge_REPT_150_0354_0_100,End + 5 min,2025-11-14 16:09:25.372,2025-11-14 16:09:25.937,3.541763,-2.9657960309752096
PR_LFP_SelfDischarge_REPT_150_0354_0_100,End + 1 hr,2025-11-14 17:04:25.372,2025-11-14 17:04:25.702,3.461163,-5.174006134221361
PR_LFP_SelfDischarge_REPT_150_0354_0_100,End + 24 hr,2025-11-15 16:04:25.372,2025-11-15 16:04:26.185,3.392746,-7.048436787246079
PR_LFP_SelfDischarge_REPT_150_0355_0_100,End of charge,2025-11-14 16:01:16.438,2025-11-14 16:01:16.438,3.650018,0.0
PR_LFP_SelfDischarge_REPT_150_0355_0_100,End + 5 min,2025-11-14 16:06:16.438,2025-11-14 16:06:16.920,3.532212,-3.2275457271717642
PR_LFP_SelfDischarge_REPT_150_0355_0_100,End + 1 hr,2025-11-14 17:01:16.438,2025-11-14 17:01:16.558,3.439053,-5.779834510405162
PR_LFP_SelfDischarge_REPT_150_0355_0_100,End + 24 hr,2025-11-15 16:01:16.438,2025-11-15 16:01:17.216,3.375445,-7.522510847891714
PR_LFP_SelfDischarge_REPT_150_0356_0_100,End of charge,2025-11-14 16:01:38.732,2025-11-14 16:01:38.732,3.650014,0.0
PR_LFP_SelfDischarge_REPT_150_0356_0_100,End + 5 min,2025-11-14 16:06:38.732,2025-11-14 16:06:38.835,3.53755,-3.0811936611750013
PR_LFP_SelfDischarge_REPT_150_0356_0_100,End + 1 hr,2025-11-14 17:01:38.732,2025-11-14 17:01:38.976,3.460939,-5.180117117358998
PR_LFP_SelfDischarge_REPT_150_0356_0_100,End + 24 hr,2025-11-15 16:01:38.732,2025-11-15 16:01:39.028,3.409666,-6.584851455364281
PR_LFP_SelfDischarge_REPT_150_0357_0_100,End of charge,2025-11-14 16:04:34.989,2025-11-14 16:04:34.989,3.65002,0.0
PR_LFP_SelfDischarge_REPT_150_0357_0_100,End + 5 min,2025-11-14 16:09:34.989,2025-11-14 16:09:35.609,3.537335,-3.0872433575706415
PR_LFP_SelfDischarge_REPT_150_0357_0_100,End + 1 hr,2025-11-14 17:04:34.989,2025-11-14 17:04:35.424,3.448769,-5.513695815365397
PR_LFP_SelfDischarge_REPT_150_0357_0_100,End + 24 hr,2025-11-15 16:04:34.989,2025-11-15 16:04:35.323,3.38789,-7.181604484358989
PR_LFP_SelfDischarge_REPT_150_0358_0_100,End of charge,2025-11-14 16:01:05.070,2025-11-14 16:01:05.070,3.650012,0.0
PR_LFP_SelfDischarge_REPT_150_0358_0_100,End + 5 min,2025-11-14 16:06:05.070,2025-11-14 16:06:05.548,3.539249,-3.0345927629826956
PR_LFP_SelfDischarge_REPT_150_0358_0_100,End + 1 hr,2025-11-14 17:01:05.070,2025-11-14 17:01:05.241,3.457402,-5.276968952430834
PR_LFP_SelfDischarge_REPT_150_0358_0_100,End + 24 hr,2025-11-15 16:01:05.070,2025-11-15 16:01:05.835,3.398538,-6.889675979147465
PR_LFP_SelfDischarge_REPT_150_0359_0_100,End of charge,2025-11-14 16:00:38.642,2025-11-14 16:00:38.642,3.650016,0.0
PR_LFP_SelfDischarge_REPT_150_0359_0_100,End + 5 min,2025-11-14 16:05:38.642,2025-11-14 16:05:39.305,3.541781,-2.965329467048914
PR_LFP_SelfDischarge_REPT_150_0359_0_100,End + 1 hr,2025-11-14 17:00:38.642,2025-11-14 17:00:39.570,3.461116,-5.175319779420141
PR_LFP_SelfDischarge_REPT_150_0359_0_100,End + 24 hr,2025-11-15 16:00:38.642,2025-11-15 16:00:38.969,3.403227,-6.761312827121858
PR_LFP_SelfDischarge_REPT_150_0360_0_100,End of charge,2025-11-14 16:06:26.969,2025-11-14 16:06:26.969,3.65002,0.0
PR_LFP_SelfDischarge_REPT_150_0360_0_100,End + 5 min,2025-11-14 16:11:26.969,2025-11-14 16:11:27.517,3.535659,-3.133160914186776
PR_LFP_SelfDischarge_REPT_150_0360_0_100,End + 1 hr,2025-11-14 17:06:26.969,2025-11-14 17:06:27.744,3.453204,-5.3921896318376366
PR_LFP_SelfDischarge_REPT_150_0360_0_100,End + 24 hr,2025-11-15 16:06:26.969,2025-11-15 16:06:27.328,3.39469,-6.995304135319802
PR_LFP_SelfDischarge_REPT_150_0361_0_100,End of charge,2025-11-14 16:03:15.923,2025-11-14 16:03:15.923,3.650025,0.0
PR_LFP_SelfDischarge_REPT_150_0361_0_100,End + 5 min,2025-11-14 16:08:15.923,2025-11-14 16:08:16.193,3.544789,-2.883158334531946
PR_LFP_SelfDischarge_REPT_150_0361_0_100,End + 1 hr,2025-11-14 17:03:15.923,2025-11-14 17:03:16.088,3.482015,-4.602982171354984
PR_LFP_SelfDischarge_REPT_150_0361_0_100,End + 24 hr,2025-11-15 16:03:15.923,2025-11-15 16:03:16.784,3.441658,-5.7086458311929364
PR_LFP_SelfDischarge_REPT_150_0362_0_100,End of charge,2025-11-14 16:00:58.865,2025-11-14 16:00:58.865,3.650018,0.0
PR_LFP_SelfDischarge_REPT_150_0362_0_100,End + 5 min,2025-11-14 16:05:58.865,2025-11-14 16:05:59.301,3.539356,-3.031820664993982
PR_LFP_SelfDischarge_REPT_150_0362_0_100,End + 1 hr,2025-11-14 17:00:58.865,2025-11-14 17:00:58.979,3.455455,-5.330466863451085
PR_LFP_SelfDischarge_REPT_150_0362_0_100,End + 24 hr,2025-11-15 16:00:58.865,2025-11-15 16:00:59.172,3.395187,-6.981636802887007
PR_LFP_SelfDischarge_REPT_150_0363_0_100,End of charge,2025-11-14 16:02:41.863,2025-11-14 16:02:41.863,3.650023,0.0
PR_LFP_SelfDischarge_REPT_150_0363_0_100,End + 5 min,2025-11-14 16:07:41.863,2025-11-14 16:07:42.065,3.542949,-2.9335157614075276
PR_LFP_SelfDischarge_REPT_150_0363_0_100,End + 1 hr,2025-11-14 17:02:41.863,2025-11-14 17:02:41.957,3.477395,-4.729504444218571
PR_LFP_SelfDischarge_REPT_150_0363_0_100,End + 24 hr,2025-11-15 16:02:41.863,2025-11-15 16:02:42.591,3.437803,-5.814209937855182
PR_LFP_SelfDischarge_REPT_150_0364_0_100,End of charge,2025-11-14 16:04:03.201,2025-11-14 16:04:03.201,3.650018,0.0
PR_LFP_SelfDischarge_REPT_150_0364_0_100,End + 5 min,2025-11-14 16:09:03.201,2025-11-14 16:09:03.736,3.535767,-3.13014894721068
PR_LFP_SelfDischarge_REPT_150_0364_0_100,End + 1 hr,2025-11-14 17:04:03.201,2025-11-14 17:04:03.589,3.438013,-5.8083275205766105
PR_LFP_SelfDischarge_REPT_150_0364_0_100,End + 24 hr,2025-11-15 16:04:03.201,2025-11-15 16:04:03.717,3.370451,-7.659332090965034
PR_LFP_SelfDischarge_REPT_150_0365_0_100,End of charge,2025-11-14 16:00:38.977,2025-11-14 16:00:38.977,3.650016,0.0
PR_LFP_SelfDischarge_REPT_150_0365_0_100,End + 5 min,2025-11-14 16:05:38.977,2025-11-14 16:05:39.628,3.537302,-3.0880412579013345
PR_LFP_SelfDischarge_REPT_150_0365_0_100,End + 1 hr,2025-11-14 17:00:38.977,2025-11-14 17:00:39.875,3.439482,-5.7680295100076275
PR_LFP_SelfDischarge_REPT_150_0365_0_100,End + 24 hr,2025-11-15 16:00:38.977,2025-11-15 16:00:39.683,3.373246,-7.582706486766084
PR_LFP_SelfDischarge_REPT_150_0366_0_100,End of charge,2025-11-14 16:03:31.833,2025-11-14 16:03:31.833,3.650015,0.0
PR_LFP_SelfDischarge_REPT_150_0366_0_100,End + 5 min,2025-11-14 16:08:31.833,2025-11-14 16:08:32.478,3.540112,-3.0110287217997636
PR_LFP_SelfDischarge_REPT_150_0366_0_100,End + 1 hr,2025-11-14 17:03:31.833,2025-11-14 17:03:32.358,3.463312,-5.115129663850686
PR_LFP_SelfDischarge_REPT_150_0366_0_100,End + 24 hr,2025-11-15 16:03:31.833,2025-11-15 16:03:32.007,3.409362,-6.593205781346105
PR_LFP_SelfDischarge_REPT_150_0367_0_100,End of charge,2025-11-14 16:06:12.867,2025-11-14 16:06:12.867,3.650015,0.0
PR_LFP_SelfDischarge_REPT_150_0367_0_100,End + 5 min,2025-11-14 16:11:12.867,2025-11-14 16:11:13.415,3.533309,-3.197411517486908
PR_LFP_SelfDischarge_REPT_150_0367_0_100,End + 1 hr,2025-11-14 17:06:12.867,2025-11-14 17:06:13.643,3.437553,-5.820852791015926
PR_LFP_SelfDischarge_REPT_150_0367_0_100,End + 24 hr,2025-11-15 16:06:12.867,2025-11-15 16:06:12.909,3.377833,-7.457010450641982
PR_LFP_SelfDischarge_REPT_150_0368_0_100,End of charge,2025-11-14 16:00:18.766,2025-11-14 16:00:18.766,3.65002,0.0
PR_LFP_SelfDischarge_REPT_150_0368_0_100,End + 5 min,2025-11-14 16:05:18.766,2025-11-14 16:05:19.380,3.539952,-3.015545120300712
PR_LFP_SelfDischarge_REPT_150_0368_0_100,End + 1 hr,2025-11-14 17:00:18.766,2025-11-14 17:00:19.502,3.467093,-5.011671168925097
PR_LFP_SelfDischarge_REPT_150_0368_0_100,End + 24 hr,2025-11-15 16:00:18.766,2025-11-15 16:00:19.248,3.418158,-6.352348754253402
PR_LFP_SelfDischarge_REPT_150_0369_0_100,End of charge,2025-11-14 16:03:36.436,2025-11-14 16:03:36.436,3.650017,0.0
PR_LFP_SelfDischarge_REPT_150_0369_0_100,End + 5 min,2025-11-14 16:08:36.436,2025-11-14 16:08:36.987,3.540468,-3.0013284869632084
PR_LFP_SelfDischarge_REPT_150_0369_0_100,End + 1 hr,2025-11-14 17:03:36.436,2025-11-14 17:03:36.894,3.45132,-5.443728070307621
PR_LFP_SelfDischarge_REPT_150_0369_0_100,End + 24 hr,2025-11-15 16:03:36.436,2025-11-15 16:03:36.515,3.392198,-7.0635013480759135
PR_LFP_SelfDischarge_REPT_150_0370_0_100,End of charge,2025-11-14 16:09:55.733,2025-11-14 16:09:55.733,3.65002,0.0
PR_LFP_SelfDischarge_REPT_150_0370_0_100,End + 5 min,2025-11-14 16:14:55.733,2025-11-14 16:14:56.657,3.527862,-3.3467761820483237
PR_LFP_SelfDischarge_REPT_150_0370_0_100,End + 1 hr,2025-11-14 17:09:55.733,2025-11-14 17:09:55.980,3.418348,-6.347143303324368
PR_LFP_SelfDischarge_REPT_150_0370_0_100,End + 24 hr,2025-11-15 16:09:55.733,2025-11-15 16:09:56.255,3.355873,-8.058777760121867
PR_LFP_SelfDischarge_REPT_150_0371_0_100,End of charge,2025-11-14 16:01:00.554,2025-11-14 16:01:00.554,3.650023,0.0
PR_LFP_SelfDischarge_REPT_150_0371_0_100,End + 5 min,2025-11-14 16:06:00.554,2025-11-14 16:06:01.002,3.53769,-3.077597045278893
PR_LFP_SelfDischarge_REPT_150_0371_0_100,End + 1 hr,2025-11-14 17:01:00.554,2025-11-14 17:01:00.666,3.453819,-5.3754181822963805
PR_LFP_SelfDischarge_REPT_150_0371_0_100,End + 24 hr,2025-11-15 16:01:00.554,2025-11-15 16:01:00.580,3.390843,-7.100777173184941
